pages_visited,time_spent,scroll_depth,category_match,intent_score,comparison_count,product_views,intent_velocity,reread_score,engagement_depth,hover_rate,max_scroll_depth,category_affinity_strength,clicked
10,282,0.64,0,0.65,3,2,0.026,0.16,0.85,6.48,0.78,0.13,1
4,443,0.52,0,0.44,3,0,-0.016,0.74,0.08,1.02,0.65,0.04,0
9,509,0.39,1,0.68,5,2,-0.029,0.3,0.74,1.72,0.45,0.77,1
8,300,0.59,0,0.7,5,1,0.147,0.89,0.97,4.5,0.75,0.03,1
10,201,0.94,0,0.56,2,1,0.286,0.35,0.49,5.44,1.0,0.08,0
7,550,0.74,0,0.59,5,5,0.293,0.97,0.26,0.82,0.93,0.16,1
9,52,0.68,1,0.47,1,0,-0.035,0.89,0.72,1.68,0.7,0.37,0
10,529,0.26,0,0.59,4,2,0.264,0.1,0.98,7.48,0.32,0.13,0
3,121,0.33,1,0.38,3,0,0.034,0.04,0.32,6.68,0.43,0.68,0
13,38,0.78,0,0.49,5,0,0.156,0.76,0.1,1.43,1.0,0.04,0
7,199,0.37,0,0.45,3,4,0.172,0.21,0.72,6.58,0.61,0.04,0
6,460,0.13,0,0.36,1,1,0.181,0.1,0.29,2.71,0.27,0.15,0
11,395,0.06,1,0.54,1,2,0.072,0.02,0.68,1.86,0.11,0.83,1
2,387,0.06,0,0.4,1,1,0.275,0.99,0.57,4.85,0.27,0.1,0
11,131,0.89,1,0.6,2,4,0.288,0.91,0.46,3.11,1.0,0.97,1
1,41,0.18,0,0.31,1,0,0.098,0.91,0.52,3.17,0.21,0.04,1
8,40,0.17,0,0.52,4,4,0.061,0.96,0.5,6.47,0.4,0.16,0
2,96,0.42,0,0.48,0,2,0.168,0.41,0.86,6.04,0.69,0.12,1
10,417,0.75,0,0.54,2,5,-0.02,0.02,0.35,3.96,0.96,0.19,0
13,152,0.49,0,0.47,0,4,0.268,0.55,0.58,2.65,0.66,0.09,0
9,311,0.24,0,0.46,1,0,0.005,0.28,0.33,5.93,0.51,0.14,0
1,439,0.18,1,0.39,0,0,0.121,0.68,0.05,4.59,0.47,0.81,1
2,314,0.76,0,0.36,1,0,0.123,0.01,0.08,1.94,0.85,0.13,0
12,416,0.91,0,0.47,2,0,0.256,0.17,0.41,3.62,1.0,0.05,0
14,187,0.32,0,0.5,5,3,-0.095,0.29,0.25,4.29,0.38,0.06,1
11,247,0.93,0,0.57,5,3,0.111,0.34,0.63,3.62,1.0,0.17,1
11,567,0.15,0,0.38,3,3,-0.051,0.26,0.16,6.14,0.2,0.16,1
13,484,0.61,0,0.54,3,5,-0.001,0.87,0.1,6.65,0.61,0.02,0
4,125,0.47,0,0.36,2,1,-0.004,0.6,0.0,3.11,0.51,0.05,0
9,476,0.22,0,0.41,3,0,0.097,0.04,0.11,1.84,0.33,0.0,0
7,594,0.92,0,0.6,3,2,0.266,0.07,0.92,1.89,1.0,0.02,1
5,557,0.76,0,0.45,1,1,0.065,0.43,0.09,2.42,0.97,0.12,1
4,323,0.71,1,0.44,0,2,0.228,0.64,0.2,6.56,0.75,0.65,1
15,205,0.36,0,0.51,2,2,-0.032,0.52,0.64,1.7,0.58,0.04,0
12,196,0.83,1,0.65,4,4,-0.015,0.26,0.85,2.84,1.0,0.52,1
6,185,0.16,0,0.42,0,5,0.055,0.01,0.43,0.71,0.34,0.19,1
5,46,0.2,0,0.43,3,4,-0.018,0.88,0.45,2.67,0.28,0.04,1
4,280,0.59,0,0.56,0,2,-0.05,0.95,0.63,1.61,0.67,0.03,0
3,420,0.95,0,0.53,2,2,-0.019,0.49,0.51,7.56,1.0,0.19,0
8,195,0.42,0,0.58,5,1,-0.098,0.79,0.69,1.65,0.57,0.12,0
12,568,0.95,1,0.67,3,0,-0.032,0.95,0.67,3.87,1.0,0.57,1
10,101,0.86,0,0.46,2,5,0.084,0.42,0.12,3.33,0.97,0.11,0
12,158,0.43,0,0.48,4,1,0.236,0.97,0.46,2.51,0.68,0.06,1
15,394,0.41,0,0.58,2,4,-0.032,0.88,0.16,2.7,0.61,0.12,0
13,49,0.45,1,0.6,0,5,0.251,0.22,0.74,7.65,0.45,0.97,1
1,145,0.5,0,0.43,0,0,0.249,0.63,0.96,5.11,0.51,0.17,0
10,162,0.98,1,0.52,1,1,-0.021,0.79,0.24,5.89,0.99,0.46,0
2,113,0.71,0,0.41,2,2,0.133,0.76,0.47,6.36,1.0,0.09,0
8,404,0.98,0,0.62,1,1,0.057,0.63,0.71,1.46,1.0,0.16,0
6,111,0.34,0,0.33,4,3,0.036,0.27,0.02,3.22,0.55,0.11,0
14,575,0.65,1,0.61,4,5,-0.051,0.51,0.44,0.4,0.89,0.36,0
9,283,0.28,0,0.54,4,0,0.3,0.9,0.58,4.4,0.47,0.19,0
15,204,0.07,1,0.62,0,3,0.201,0.28,0.96,0.42,0.17,0.47,1
14,175,0.59,0,0.53,0,1,0.182,0.28,0.95,2.11,0.86,0.02,1
11,423,0.82,1,0.67,0,4,0.196,0.77,0.98,0.92,0.9,0.6,1
4,506,0.06,1,0.42,2,3,0.185,0.29,0.04,3.81,0.33,0.59,1
2,339,0.17,0,0.32,2,0,0.111,0.08,0.43,2.52,0.45,0.2,0
13,289,0.73,0,0.44,4,2,0.222,0.11,0.19,5.48,0.85,0.16,1
3,108,0.94,1,0.44,2,0,0.236,0.55,0.53,7.33,1.0,0.5,1
12,384,0.29,0,0.4,4,3,0.104,0.51,0.01,6.28,0.39,0.02,0
7,238,0.82,0,0.53,3,3,-0.08,0.45,0.4,4.66,0.94,0.18,0
8,529,0.78,0,0.61,0,4,-0.069,0.62,0.84,4.25,1.0,0.13,1
2,17,0.67,0,0.46,2,1,0.09,0.99,0.99,4.44,0.9,0.03,1
2,310,0.85,1,0.45,2,0,0.232,0.3,0.23,2.19,0.9,0.57,1
5,155,0.81,0,0.4,1,2,0.132,0.84,0.02,0.17,0.98,0.09,0
4,257,0.31,0,0.3,2,0,0.147,0.09,0.09,5.04,0.31,0.09,0
8,9,0.42,0,0.36,3,5,0.189,0.56,0.27,3.31,0.7,0.13,0
1,539,0.51,1,0.47,0,0,0.114,0.57,0.6,1.81,0.67,0.93,1
3,321,0.52,0,0.38,0,1,0.212,0.41,0.2,7.72,0.66,0.14,0
11,284,0.61,1,0.49,0,3,0.194,0.16,0.19,7.15,0.89,0.61,1
14,544,0.93,0,0.55,3,1,-0.06,0.55,0.36,4.44,1.0,0.1,0
13,57,0.82,0,0.5,0,2,0.178,0.09,0.9,1.27,0.91,0.08,0
12,289,0.15,1,0.5,3,3,0.068,0.1,0.46,6.34,0.28,0.88,0
1,112,0.55,0,0.41,1,0,0.206,0.57,0.49,4.72,0.75,0.04,0
6,476,0.45,0,0.52,5,5,0.266,0.99,0.24,2.78,0.55,0.1,1
9,432,0.11,0,0.46,5,5,0.154,0.74,0.19,0.08,0.24,0.06,0
14,512,0.56,1,0.49,0,5,0.176,0.06,0.24,7.21,0.63,0.88,1
1,53,0.28,0,0.42,1,1,0.122,0.83,0.92,5.25,0.56,0.02,0
7,345,0.75,0,0.48,2,3,0.119,0.04,0.74,6.41,0.79,0.06,0
8,582,0.06,0,0.57,3,4,0.243,0.78,0.76,7.28,0.18,0.15,1
13,558,0.23,0,0.58,4,3,-0.068,0.7,0.39,3.56,0.27,0.09,0
10,425,0.73,1,0.74,5,2,0.273,0.79,0.69,4.98,0.93,0.8,1
9,562,0.74,0,0.61,2,0,0.176,0.26,0.83,6.36,0.94,0.07,0
8,350,0.94,1,0.68,3,1,0.006,0.84,0.53,4.35,0.95,0.99,0
7,457,0.54,0,0.49,2,0,-0.059,0.89,0.11,4.62,0.72,0.01,0
2,310,0.88,0,0.58,0,1,0.235,0.82,0.79,6.87,0.89,0.2,0
13,81,0.94,0,0.49,2,3,-0.029,0.47,0.44,5.82,1.0,0.19,0
3,498,0.92,0,0.44,0,1,0.022,0.78,0.31,5.24,0.99,0.19,1
12,48,0.87,0,0.54,2,4,0.055,0.42,0.49,6.42,1.0,0.01,0
1,591,0.64,1,0.37,1,1,0.078,0.07,0.02,4.59,0.85,0.83,0
7,171,0.35,0,0.51,1,0,-0.077,1.0,0.63,0.27,0.56,0.07,0
12,356,0.4,0,0.49,0,2,0.019,0.07,0.43,6.74,0.41,0.05,0
8,165,0.52,0,0.39,1,0,-0.034,0.45,0.54,1.43,0.65,0.11,1
1,125,0.76,1,0.41,1,0,0.287,0.67,0.18,5.37,0.95,0.92,0
4,149,0.27,0,0.55,3,2,0.068,0.48,0.92,7.48,0.41,0.07,0
13,305,0.53,0,0.7,5,4,0.142,0.97,0.73,7.1,0.58,0.1,1
13,357,0.55,0,0.56,3,4,0.049,0.82,0.37,6.21,0.75,0.06,0
7,556,0.7,0,0.6,4,5,0.124,0.36,0.4,1.16,0.95,0.1,0
2,568,0.49,0,0.35,0,1,0.298,0.07,0.28,7.22,0.65,0.09,0
4,461,0.68,0,0.55,0,1,-0.073,0.54,0.85,7.98,0.7,0.1,0
1,424,0.68,0,0.47,1,1,0.167,0.78,0.73,1.4,0.83,0.14,0
6,486,0.56,0,0.47,1,1,0.229,0.41,0.26,3.26,0.65,0.14,0
6,243,0.13,0,0.39,0,5,0.243,0.71,0.13,4.93,0.15,0.12,0
7,526,0.46,0,0.49,5,2,0.075,0.41,0.05,6.31,0.7,0.16,0
10,429,0.49,0,0.51,5,2,0.048,0.87,0.18,2.47,0.52,0.05,0
6,162,0.7,0,0.6,4,2,0.187,0.56,0.97,7.74,0.98,0.02,1
14,189,0.2,0,0.52,5,0,-0.067,0.65,0.5,0.48,0.47,0.06,1
13,551,0.29,1,0.52,2,2,0.044,0.68,0.25,5.49,0.58,0.69,1
4,135,0.99,0,0.44,0,4,0.217,0.63,0.42,4.64,1.0,0.12,0
11,15,0.55,0,0.53,4,3,-0.017,0.58,0.78,7.14,0.67,0.15,0
15,199,0.49,0,0.43,2,2,0.057,0.61,0.28,4.51,0.68,0.01,0
14,33,0.59,0,0.48,1,0,0.227,0.15,0.84,2.33,0.73,0.1,0
9,516,0.22,0,0.48,2,3,0.263,0.97,0.08,5.82,0.3,0.16,1
3,474,0.34,0,0.36,0,0,0.174,0.14,0.04,7.66,0.41,0.13,0
9,367,0.12,1,0.52,2,0,0.03,0.84,0.72,5.35,0.23,0.64,1
15,467,0.52,0,0.51,4,0,0.2,0.21,0.16,5.8,0.63,0.05,0
12,298,0.28,0,0.58,2,4,0.024,0.27,0.64,0.62,0.41,0.03,0
11,367,0.82,0,0.53,5,3,0.283,0.48,0.06,2.84,0.89,0.03,0
5,354,0.62,0,0.63,4,1,-0.045,0.21,0.91,5.44,0.8,0.07,0
9,537,0.24,0,0.46,5,1,-0.092,0.54,0.27,1.02,0.43,0.0,0
8,515,0.84,0,0.74,5,5,0.161,0.65,0.84,2.4,1.0,0.06,0
11,453,0.12,0,0.4,0,2,0.223,0.69,0.42,4.21,0.19,0.02,0
7,307,0.35,0,0.49,3,1,0.129,0.28,0.43,2.29,0.57,0.14,0
1,201,0.86,0,0.37,1,1,-0.046,0.19,0.19,6.42,1.0,0.17,1
3,403,0.34,1,0.49,0,1,-0.006,0.78,0.81,7.43,0.37,0.32,0
15,319,0.59,1,0.7,3,5,0.15,0.31,0.71,0.02,0.74,0.74,1
11,278,0.26,0,0.57,5,1,0.038,0.14,0.58,6.31,0.46,0.18,0
9,487,0.06,1,0.34,0,0,0.115,0.14,0.13,0.44,0.07,0.82,0
10,372,0.41,1,0.57,4,4,0.111,0.29,0.38,6.79,0.64,0.91,0
3,274,0.82,0,0.33,0,0,0.262,0.19,0.04,3.14,1.0,0.15,0
9,378,0.49,0,0.4,0,1,0.086,0.92,0.12,0.16,0.62,0.03,0
1,408,0.83,0,0.56,0,1,0.214,0.95,0.93,5.56,1.0,0.17,1
7,268,0.79,1,0.54,2,3,0.259,0.38,0.42,3.73,0.98,0.81,1
2,289,0.21,0,0.3,0,0,-0.098,0.9,0.01,5.58,0.36,0.05,0
12,104,0.07,1,0.42,4,1,-0.024,0.18,0.33,5.79,0.21,0.68,1
13,173,0.66,1,0.49,1,5,-0.006,0.33,0.12,2.21,0.7,0.58,0
14,452,0.12,0,0.39,0,0,-0.092,0.35,0.09,7.9,0.33,0.03,0
13,249,0.64,0,0.55,1,2,0.103,0.58,0.29,1.03,0.83,0.14,0
2,332,0.97,0,0.56,1,2,0.11,0.65,0.5,2.96,1.0,0.07,1
9,233,0.75,0,0.44,1,3,-0.078,0.74,0.28,2.05,0.92,0.06,1
9,94,0.28,0,0.51,5,2,0.241,0.55,0.31,4.93,0.39,0.15,0
2,486,0.87,0,0.47,1,0,-0.009,0.87,0.66,0.53,1.0,0.04,1
12,583,0.51,1,0.49,4,1,-0.068,0.04,0.16,3.1,0.57,0.64,0
15,5,0.46,1,0.39,0,4,0.073,0.82,0.01,7.76,0.47,0.9,0
14,574,0.23,0,0.47,0,5,-0.093,0.48,0.5,2.43,0.4,0.16,0
4,207,0.71,0,0.52,2,4,0.246,0.94,0.5,4.73,0.77,0.1,0
6,409,0.57,0,0.5,2,5,0.01,0.59,0.38,2.24,0.64,0.03,0
10,592,0.68,0,0.5,2,4,0.21,0.05,0.2,6.66,0.78,0.13,0
6,420,0.65,0,0.56,2,5,0.016,0.1,0.86,0.31,0.94,0.17,0
9,250,0.93,0,0.48,1,3,0.19,0.16,0.45,7.53,1.0,0.16,0
14,197,0.18,0,0.34,0,4,-0.064,0.66,0.09,7.79,0.47,0.02,0
3,59,0.97,0,0.37,1,3,-0.074,0.31,0.46,7.96,1.0,0.13,0
9,10,0.07,0,0.36,0,0,-0.009,0.06,0.84,5.11,0.09,0.06,1
15,13,0.13,0,0.43,1,5,0.128,0.11,0.66,4.47,0.35,0.12,0
3,277,0.32,0,0.52,3,2,0.029,0.08,0.73,5.93,0.51,0.11,0
12,563,0.76,0,0.57,3,2,0.148,0.44,0.49,0.36,0.82,0.02,0
12,126,0.62,0,0.46,4,0,0.246,0.79,0.22,4.18,0.83,0.08,0
9,599,0.41,1,0.65,1,3,0.061,0.68,0.58,3.08,0.68,0.91,0
14,468,0.69,0,0.61,4,5,0.07,0.78,0.36,7.36,0.89,0.15,0
8,332,0.62,1,0.67,3,3,0.093,0.69,0.79,5.01,0.89,0.93,1
7,542,0.18,0,0.53,1,3,-0.006,0.9,0.57,2.23,0.38,0.02,1
8,580,0.53,0,0.55,3,0,0.079,0.64,0.54,7.52,0.77,0.0,0
2,475,1.0,0,0.44,0,0,-0.001,0.0,0.33,6.39,1.0,0.12,0
15,20,0.98,1,0.56,5,1,0.135,0.82,0.33,6.01,1.0,0.73,1
9,225,0.52,0,0.57,3,4,0.193,0.73,0.83,5.38,0.73,0.08,0
2,359,0.75,0,0.53,1,1,0.15,0.56,0.49,7.14,0.82,0.13,1
12,411,0.51,0,0.49,3,1,0.017,0.53,0.32,4.69,0.54,0.04,0
12,53,0.97,0,0.59,3,1,0.152,0.78,0.77,7.71,1.0,0.0,1
11,509,0.1,1,0.61,1,1,0.239,0.37,0.85,3.39,0.37,0.77,1
2,480,0.16,0,0.43,1,2,0.144,0.8,0.16,7.12,0.24,0.18,0
11,27,0.19,0,0.4,0,4,0.133,0.4,0.31,1.53,0.21,0.02,1
4,307,0.14,0,0.47,2,0,0.012,0.84,0.35,2.4,0.43,0.19,0
6,377,0.61,0,0.47,2,5,0.148,0.35,0.41,1.55,0.73,0.08,0
5,526,0.43,0,0.57,3,2,0.005,0.33,0.9,2.54,0.44,0.01,0
4,412,0.3,0,0.58,3,3,0.145,0.84,0.63,5.43,0.31,0.13,1
2,321,0.81,0,0.41,1,2,0.275,0.27,0.58,5.48,0.85,0.07,1
5,206,0.97,0,0.53,0,4,0.011,0.95,0.38,1.67,1.0,0.14,0
2,214,0.19,0,0.28,0,0,0.02,0.66,0.1,1.38,0.33,0.19,0
1,579,0.14,0,0.56,0,1,-0.081,0.61,0.99,6.87,0.38,0.14,0
14,405,0.17,0,0.5,1,1,0.248,0.43,0.49,6.28,0.34,0.17,0
10,115,0.18,0,0.52,1,0,0.254,0.43,0.87,6.07,0.41,0.04,0
3,279,0.4,0,0.4,0,3,0.08,0.12,0.72,3.49,0.52,0.16,1
15,157,0.28,0,0.42,5,2,0.126,0.25,0.21,1.65,0.56,0.07,0
14,476,0.73,0,0.47,2,5,0.232,0.02,0.27,7.44,0.95,0.11,0
11,513,0.14,0,0.46,4,1,0.113,0.61,0.17,4.29,0.39,0.06,0
2,414,0.23,1,0.49,1,0,-0.015,0.43,0.64,5.15,0.27,0.75,1
12,171,0.26,0,0.48,1,2,-0.037,0.43,0.45,6.97,0.3,0.08,1
5,111,0.33,1,0.53,4,3,0.277,0.54,0.48,4.89,0.63,0.63,1
5,224,0.31,0,0.38,2,3,0.134,0.67,0.03,5.53,0.33,0.04,0
5,311,0.84,0,0.57,1,2,0.191,0.12,0.95,2.95,1.0,0.13,0
15,275,0.52,0,0.64,0,5,0.029,0.45,0.91,3.39,0.74,0.0,0
3,31,0.34,0,0.41,3,3,0.296,0.26,0.87,4.38,0.54,0.06,0
7,124,0.38,0,0.49,5,5,-0.005,0.32,0.42,1.07,0.66,0.17,1
8,519,0.86,0,0.61,4,1,-0.032,0.04,0.83,2.85,1.0,0.0,0
13,152,0.24,0,0.57,2,3,0.126,0.21,0.73,3.92,0.34,0.12,1
6,93,0.07,0,0.45,1,1,0.092,0.56,0.8,6.75,0.31,0.2,0
9,258,0.37,1,0.57,5,5,0.0,0.21,0.43,0.27,0.55,0.51,0
8,489,0.66,0,0.48,3,4,-0.058,0.11,0.35,7.17,0.66,0.03,0
15,580,0.81,0,0.58,4,1,0.282,0.05,0.33,7.57,0.92,0.03,0
7,51,0.07,0,0.52,4,5,0.083,0.69,0.58,7.35,0.24,0.02,0
4,420,0.33,1,0.55,3,1,0.088,0.7,0.61,6.41,0.61,0.4,1
5,538,0.71,0,0.52,1,5,-0.046,0.56,0.69,3.53,0.79,0.13,0
11,193,0.82,0,0.6,4,5,0.205,0.34,0.62,7.1,1.0,0.02,0
14,513,0.1,0,0.54,0,4,0.225,0.74,0.7,7.37,0.24,0.04,1
6,157,0.16,0,0.55,1,1,0.006,0.96,0.75,0.69,0.44,0.19,0
7,435,0.29,0,0.57,5,5,0.009,0.22,0.47,3.0,0.57,0.06,0
2,539,0.77,0,0.43,1,2,0.003,0.71,0.11,1.18,0.96,0.07,0
4,243,0.42,0,0.44,2,4,-0.052,0.22,0.22,3.6,0.54,0.2,0
10,564,0.11,0,0.33,0,0,0.259,0.25,0.16,2.19,0.15,0.03,0
15,587,0.83,0,0.64,5,4,0.143,0.66,0.12,4.63,0.92,0.13,1
8,120,0.38,1,0.61,3,4,0.123,0.79,0.89,7.19,0.64,0.72,0
4,34,0.98,0,0.36,2,0,0.11,0.61,0.07,7.65,1.0,0.07,0
9,226,0.23,0,0.53,1,0,0.059,0.59,0.76,3.11,0.52,0.0,0
12,54,0.47,1,0.5,4,4,0.127,0.66,0.43,0.16,0.47,0.56,1
8,389,0.4,0,0.52,2,4,-0.035,0.84,0.54,2.63,0.41,0.06,0
12,550,0.24,0,0.52,4,2,0.247,0.73,0.39,5.73,0.3,0.19,0
9,113,0.8,1,0.49,3,4,0.119,0.73,0.01,5.02,1.0,0.69,0
11,249,0.22,0,0.41,3,0,0.151,0.22,0.49,6.21,0.24,0.15,0
3,339,0.37,0,0.4,0,0,0.159,0.72,0.62,0.93,0.53,0.09,0
2,563,0.08,1,0.44,1,1,-0.049,0.39,0.43,5.6,0.38,0.48,1
6,459,0.89,0,0.49,0,1,0.035,0.3,0.35,2.41,0.98,0.13,1
7,70,0.29,0,0.52,4,0,0.288,0.07,0.83,5.63,0.55,0.18,0
15,312,0.35,0,0.62,1,5,0.197,0.37,0.83,3.37,0.52,0.18,0
13,227,0.8,0,0.64,5,0,0.083,0.4,0.74,3.89,1.0,0.17,1
14,251,0.15,0,0.43,2,3,0.136,0.49,0.4,7.22,0.44,0.02,0
1,489,0.47,0,0.38,0,1,-0.083,0.8,0.42,4.09,0.54,0.03,1
13,433,0.44,0,0.54,4,5,-0.008,0.18,0.42,0.68,0.5,0.03,0
2,213,0.17,1,0.6,0,0,0.034,0.79,0.94,6.6,0.46,0.77,0
3,223,0.24,0,0.49,1,0,-0.079,0.32,0.92,1.78,0.47,0.08,1
8,101,0.57,0,0.42,5,2,-0.012,0.11,0.08,3.23,0.8,0.04,0
14,573,0.89,0,0.64,5,0,0.211,0.26,0.93,6.79,0.99,0.06,1
14,429,0.29,1,0.54,3,0,0.051,0.19,0.61,5.75,0.58,0.41,0
12,530,0.09,1,0.64,4,1,0.248,0.08,0.7,7.18,0.09,0.64,0
2,142,0.95,0,0.47,0,0,-0.058,0.55,0.96,5.54,1.0,0.17,0
2,316,0.3,0,0.39,1,2,0.046,0.47,0.44,3.11,0.51,0.08,0
14,110,0.15,0,0.56,1,0,-0.009,0.98,0.69,3.84,0.19,0.13,0
6,181,0.25,0,0.32,1,1,0.017,0.18,0.23,7.68,0.25,0.2,0
11,202,0.75,0,0.57,5,2,0.266,0.81,0.62,3.61,1.0,0.18,1
10,170,0.47,0,0.55,4,5,0.131,0.73,0.42,3.77,0.72,0.03,0
13,124,0.74,0,0.48,5,1,-0.07,0.08,0.61,0.92,0.77,0.08,0
11,52,0.35,1,0.46,3,3,0.114,0.4,0.35,0.17,0.45,0.55,1
3,475,0.78,1,0.47,1,1,0.195,0.01,0.34,1.72,1.0,0.67,0
8,424,0.62,0,0.54,3,2,0.085,0.79,0.31,1.71,0.84,0.19,1
7,246,0.77,0,0.52,5,2,0.037,0.24,0.45,4.66,0.82,0.19,0
5,481,0.57,0,0.52,4,1,-0.042,0.21,0.71,5.43,0.85,0.16,0
11,314,0.56,0,0.61,5,3,0.211,0.79,0.74,2.41,0.72,0.14,0
8,148,0.64,0,0.39,2,1,0.052,0.06,0.06,1.62,0.82,0.05,0
7,293,0.68,0,0.46,1,1,0.193,0.35,0.26,5.92,0.71,0.18,0
14,217,0.47,0,0.51,0,3,0.218,0.44,0.86,1.74,0.72,0.09,0
10,223,0.29,0,0.53,1,0,0.186,0.34,0.95,1.7,0.46,0.02,0
4,567,0.94,0,0.63,4,0,0.104,0.72,0.88,5.79,1.0,0.05,0
6,352,0.06,0,0.48,4,0,0.038,0.68,0.27,1.06,0.07,0.08,0
2,485,0.94,0,0.43,1,0,0.17,0.88,0.18,1.84,1.0,0.19,0
7,364,0.13,0,0.47,2,4,0.141,0.34,0.65,0.56,0.38,0.15,1
6,295,0.37,0,0.46,1,5,-0.043,0.07,0.62,5.49,0.37,0.19,1
2,136,0.97,0,0.53,2,0,-0.078,0.57,0.62,1.87,1.0,0.03,1
1,173,0.73,0,0.43,0,1,0.071,0.92,0.59,0.37,1.0,0.17,0
9,173,0.41,0,0.29,2,0,0.173,0.02,0.01,7.56,0.53,0.1,0
10,424,0.23,0,0.42,4,2,0.136,0.73,0.14,1.74,0.43,0.01,0
11,208,0.46,0,0.45,3,4,-0.011,0.06,0.48,2.63,0.54,0.06,1
9,184,0.22,0,0.57,5,2,0.264,0.33,0.96,5.58,0.24,0.18,1
4,171,0.15,0,0.27,4,2,0.252,0.35,0.0,3.1,0.39,0.16,0
14,218,0.74,0,0.63,1,1,0.294,0.5,0.78,4.61,0.76,0.16,0
9,421,0.88,0,0.56,4,0,-0.061,0.4,0.68,7.52,1.0,0.11,0
4,37,0.35,0,0.45,3,0,0.279,0.87,0.77,3.46,0.55,0.09,1
15,271,0.72,0,0.49,0,5,0.255,0.64,0.35,1.47,0.99,0.16,0
10,237,0.62,0,0.67,5,4,0.105,0.08,0.93,4.06,0.75,0.19,1
6,276,0.21,0,0.48,4,3,0.109,0.63,0.31,6.14,0.46,0.05,0
15,535,0.49,0,0.61,2,0,0.029,0.94,0.61,6.64,0.73,0.02,0
13,39,0.65,1,0.52,4,2,0.17,0.31,0.48,3.23,0.77,0.31,0
10,322,0.5,0,0.61,0,2,-0.059,0.31,0.99,4.61,0.69,0.03,0
8,472,0.31,0,0.43,1,3,0.012,0.41,0.38,7.7,0.44,0.17,0
7,308,0.27,0,0.54,5,0,-0.062,0.4,0.52,4.7,0.29,0.06,1
9,510,0.34,1,0.52,2,3,0.155,0.27,0.74,1.39,0.5,0.39,1
15,575,0.55,0,0.41,2,4,0.167,0.07,0.08,0.68,0.76,0.01,0
5,483,0.3,0,0.59,2,5,0.09,0.44,0.99,6.96,0.47,0.04,1
2,181,0.29,0,0.48,2,0,0.005,0.78,0.75,4.07,0.53,0.1,0
11,376,0.48,0,0.48,3,5,0.015,0.33,0.18,2.48,0.7,0.19,0
11,331,0.83,0,0.63,3,3,0.075,0.63,0.92,0.01,1.0,0.11,0
13,246,0.72,1,0.69,4,5,0.075,0.03,0.88,7.54,0.94,0.88,1
6,241,0.6,0,0.41,0,4,-0.031,0.89,0.02,1.61,0.88,0.2,0
9,52,0.96,0,0.5,2,0,0.273,0.15,0.52,3.36,1.0,0.08,0
5,308,0.15,0,0.39,2,3,0.14,0.26,0.46,0.66,0.41,0.13,0
1,446,0.07,1,0.47,0,0,0.173,0.15,0.96,0.13,0.23,0.42,1
11,498,0.74,1,0.59,5,2,0.069,0.63,0.2,4.88,0.91,0.97,1
2,413,0.64,1,0.56,1,2,0.228,0.77,0.91,5.74,0.7,0.42,1
3,279,0.12,0,0.52,3,0,0.106,0.56,0.93,5.34,0.35,0.12,0
11,175,0.99,0,0.63,5,1,-0.049,0.5,0.73,3.4,1.0,0.12,1
9,101,0.78,1,0.55,1,0,-0.004,0.23,0.94,5.54,0.9,0.9,1
11,370,0.83,0,0.69,1,1,0.091,0.71,0.87,7.92,0.91,0.13,0
13,265,0.21,0,0.42,2,4,0.173,0.45,0.03,3.93,0.26,0.13,0
8,280,0.85,0,0.48,0,0,0.06,0.0,0.65,4.41,0.89,0.19,0
12,395,0.51,1,0.64,4,2,0.133,0.44,0.49,0.75,0.62,0.52,1
6,232,0.53,0,0.56,4,0,-0.026,0.53,0.93,5.99,0.68,0.01,0
11,474,0.41,0,0.58,4,1,0.085,0.74,0.52,1.23,0.44,0.09,1
9,41,0.89,0,0.58,2,1,-0.036,0.66,0.75,2.62,1.0,0.14,0
1,85,0.5,1,0.38,0,0,-0.055,0.32,0.33,5.55,0.72,0.91,1
1,433,0.48,0,0.47,1,1,0.177,0.79,0.79,4.51,0.57,0.1,0
11,508,0.54,0,0.51,5,4,-0.079,0.02,0.17,2.29,0.79,0.04,1
15,14,0.58,0,0.52,0,4,0.092,0.97,0.78,5.65,0.65,0.2,0
1,240,0.53,0,0.25,0,0,0.201,0.27,0.11,7.37,0.79,0.04,0
6,34,0.81,0,0.55,4,5,0.243,0.91,0.55,6.17,0.89,0.14,0
8,238,0.18,0,0.42,4,1,0.25,0.48,0.04,4.72,0.23,0.18,0
9,410,0.25,0,0.63,5,0,0.068,0.03,0.95,6.64,0.42,0.18,0
9,70,0.86,1,0.62,4,2,0.118,0.48,0.47,3.04,1.0,0.82,0
5,285,0.61,0,0.48,2,0,-0.083,0.34,0.67,3.52,0.65,0.07,1
2,521,0.76,1,0.49,0,1,0.101,0.18,0.22,1.05,0.92,0.63,0
8,386,0.2,0,0.61,1,3,0.211,0.73,0.93,5.33,0.41,0.17,1
2,400,0.41,0,0.36,2,0,0.067,0.44,0.37,4.66,0.67,0.09,0
12,286,0.44,0,0.6,5,2,0.281,0.92,0.33,7.25,0.55,0.12,1
12,551,0.96,0,0.53,4,4,0.096,0.43,0.29,7.82,1.0,0.03,0
13,202,0.42,1,0.62,1,4,-0.099,0.92,0.54,0.51,0.43,0.32,1
4,124,0.99,1,0.48,1,3,-0.019,0.64,0.07,4.32,1.0,0.33,1
1,532,0.13,0,0.47,0,0,0.09,0.87,0.65,6.99,0.19,0.14,0
